Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date
659,145,4,UI Enhancement,10,2025-03-04
660,1,4,Security Patching,7,2025-02-17
661,183,5,UI Enhancement,7,2025-02-24
662,36,1,Database Optimization,9,2025-01-02
663,188,5,Bug Fixing,7,2025-02-10
664,161,2,UI Enhancement,4,2025-02-20
665,16,2,Design Review,6,2025-01-20
666,59,4,Testing,7,2025-01-12
667,39,1,Security Patching,10,2025-03-01
668,1,5,Code Review,10,2025-01-17
669,160,1,Testing,3,2025-02-11
670,46,4,Testing,9,2025-02-09
671,139,2,Feature Development,9,2025-01-13
672,3,5,Testing,8,2025-01-25
673,168,3,Code Review,7,2025-03-25
674,65,1,Bug Fixing,1,2025-02-17
675,57,5,UI Enhancement,9,2025-02-09
676,9,5,Code Review,6,2025-01-06
677,122,5,Feature Development,1,2025-01-24
678,120,2,Performance Testing,6,2025-01-10
679,159,5,Code Review,7,2025-01-21
680,69,1,Meeting,10,2025-02-01
681,160,1,Database Optimization,5,2025-03-24
682,40,2,Database Optimization,11,2025-02-15
683,118,3,Testing,8,2025-03-22
684,159,4,Database Optimization,2,2025-01-30
685,27,5,Meeting,7,2025-03-05
686,189,2,Security Patching,12,2025-02-09
687,100,3,UI Enhancement,12,2025-03-01
688,33,3,Performance Testing,4,2025-01-15
689,112,5,Meeting,6,2025-01-17
690,23,1,Feature Development,5,2025-01-04
691,48,2,Bug Fixing,12,2025-02-19
692,158,4,Feature Development,5,2025-02-08
693,200,4,Performance Testing,12,2025-02-13
694,161,1,Performance Testing,2,2025-02-21
695,187,5,Database Optimization,7,2025-03-21
696,116,4,UI Enhancement,7,2025-01-01
697,99,3,Testing,11,2025-02-11
698,132,5,Database Optimization,10,2025-03-15
699,127,4,Meeting,3,2025-02-01
700,129,3,Database Optimization,5,2025-02-17
701,68,1,Performance Testing,11,2025-03-09
702,154,3,Database Optimization,11,2025-03-03
703,191,4,Database Optimization,9,2025-03-13
704,88,2,Feature Development,4,2025-01-05
705,54,2,Security Patching,8,2025-01-18
706,100,1,Testing,8,2025-01-24
707,103,2,Testing,3,2025-01-20
708,122,3,Database Optimization,8,2025-02-24
709,165,2,Bug Fixing,8,2025-01-05
710,197,4,Design Review,4,2025-03-22
711,64,5,Database Optimization,9,2025-02-21
712,132,2,Database Optimization,11,2025-02-22
713,121,5,Code Review,6,2025-03-16
714,195,2,Testing,12,2025-01-01
715,66,2,Code Review,11,2025-02-19
716,79,4,Code Review,10,2025-01-25
717,174,4,Database Optimization,11,2025-03-21
718,28,1,Bug Fixing,1,2025-02-19
719,57,2,Bug Fixing,9,2025-02-06
720,145,3,Testing,4,2025-03-14
721,4,1,Code Review,12,2025-03-06
722,14,3,Database Optimization,10,2025-03-24
723,93,4,Feature Development,9,2025-01-04
724,162,5,Meeting,8,2025-02-11
725,65,3,Meeting,9,2025-02-22
726,20,3,Feature Development,11,2025-02-05
727,96,2,Meeting,4,2025-01-18
728,87,2,Testing,9,2025-03-13
729,107,2,Code Review,7,2025-03-18
730,182,5,Performance Testing,6,2025-03-14
731,60,3,Feature Development,6,2025-01-19
732,50,5,Bug Fixing,1,2025-03-27
733,143,2,Feature Development,9,2025-02-21
734,60,3,Database Optimization,4,2025-01-29
735,87,1,Code Review,4,2025-01-18
736,71,2,Performance Testing,6,2025-03-18
737,187,2,Security Patching,11,2025-01-22
738,46,4,Performance Testing,5,2025-01-17
739,18,4,Security Patching,2,2025-01-14
740,198,2,Testing,11,2025-03-02
741,77,2,Database Optimization,11,2025-01-30
742,141,3,Design Review,1,2025-02-24
743,91,4,Code Review,10,2025-02-22
744,141,5,Code Review,4,2025-03-10
745,76,5,Bug Fixing,12,2025-01-09
746,175,2,Feature Development,1,2025-02-21
747,42,4,Bug Fixing,3,2025-02-28
748,82,5,Database Optimization,1,2025-01-18
749,30,5,Bug Fixing,9,2025-02-21
750,83,4,UI Enhancement,12,2025-02-22
751,44,1,Feature Development,10,2025-01-20
752,114,1,Bug Fixing,10,2025-02-11
753,189,2,Security Patching,4,2025-01-29
754,124,2,UI Enhancement,7,2025-01-09
755,191,4,Bug Fixing,5,2025-02-14
756,97,5,Feature Development,1,2025-03-21
757,159,1,UI Enhancement,4,2025-03-17
758,92,2,Bug Fixing,4,2025-02-02
759,188,1,Meeting,9,2025-02-02
760,28,4,Bug Fixing,2,2025-03-20
761,173,2,Performance Testing,4,2025-02-20
762,21,1,Feature Development,6,2025-01-26
763,63,5,Security Patching,5,2025-01-13
764,96,1,Feature Development,12,2025-01-19
765,37,2,Meeting,12,2025-02-22
766,121,5,Database Optimization,1,2025-03-28
767,12,4,UI Enhancement,12,2025-03-17
768,131,5,Design Review,11,2025-03-14
769,100,4,Bug Fixing,10,2025-03-12
770,152,5,UI Enhancement,4,2025-01-23
771,136,2,Security Patching,3,2025-01-12
772,44,3,Design Review,12,2025-01-16
773,119,2,Design Review,1,2025-01-15
774,137,4,Performance Testing,2,2025-01-21
775,78,4,UI Enhancement,1,2025-03-07
776,189,3,Design Review,7,2025-02-12
777,66,1,Feature Development,3,2025-03-08
778,121,3,Code Review,5,2025-03-02
779,174,1,Meeting,8,2025-01-30
780,59,3,Code Review,12,2025-01-05
781,39,4,Design Review,5,2025-01-17
782,177,3,Security Patching,8,2025-03-17
783,23,1,Testing,3,2025-01-09
784,129,3,Bug Fixing,3,2025-02-19
785,100,3,Design Review,3,2025-03-28
786,163,4,Testing,3,2025-03-22
787,30,3,Bug Fixing,2,2025-02-11
788,20,1,Performance Testing,12,2025-02-06
789,28,2,Database Optimization,4,2025-03-05
790,31,4,Meeting,3,2025-02-11
791,79,1,Code Review,4,2025-02-27
792,154,5,Bug Fixing,3,2025-01-03
793,60,4,Performance Testing,12,2025-02-19
794,189,3,Code Review,1,2025-03-28
795,162,1,UI Enhancement,4,2025-02-16
796,19,1,Feature Development,6,2025-02-07
797,155,1,Testing,9,2025-02-23
798,86,1,Feature Development,10,2025-02-13
799,27,3,Feature Development,8,2025-02-01
800,91,5,Database Optimization,4,2025-02-03
801,184,1,Bug Fixing,7,2025-03-18
802,64,3,Database Optimization,6,2025-01-09
803,108,2,Feature Development,6,2025-03-07
804,176,4,Testing,1,2025-01-15
805,109,1,Feature Development,6,2025-03-04
806,139,1,Performance Testing,5,2025-03-04
807,150,1,Performance Testing,2,2025-02-05
808,32,2,Code Review,1,2025-02-13
809,192,4,Bug Fixing,6,2025-03-05
810,99,2,Design Review,9,2025-02-09
811,108,2,Design Review,10,2025-01-20
812,9,1,UI Enhancement,5,2025-03-07
813,36,5,Bug Fixing,2,2025-02-16
814,72,1,Performance Testing,6,2025-01-15
815,3,2,Security Patching,1,2025-03-16
816,148,2,Code Review,8,2025-01-28
817,105,2,Meeting,5,2025-02-25
818,127,5,Performance Testing,1,2025-03-04
819,184,1,Security Patching,7,2025-03-11
820,3,5,Testing,2,2025-01-12
821,24,4,Meeting,12,2025-02-25
822,115,5,UI Enhancement,6,2025-02-07
823,149,1,Bug Fixing,12,2025-02-12
824,120,4,UI Enhancement,11,2025-01-06
825,126,2,Code Review,6,2025-01-23
826,166,2,Meeting,9,2025-02-10
827,57,4,Meeting,5,2025-01-22
828,197,3,Database Optimization,4,2025-03-24
829,183,5,Feature Development,10,2025-01-16
830,15,1,Performance Testing,2,2025-03-07
831,152,1,Meeting,8,2025-02-26
832,29,3,Security Patching,1,2025-03-07
833,69,4,Testing,11,2025-02-10
834,9,2,Code Review,7,2025-01-16
835,181,4,Bug Fixing,5,2025-01-09
836,29,4,Meeting,1,2025-01-24
837,177,5,Security Patching,9,2025-01-18
838,12,4,Performance Testing,2,2025-03-19
839,74,1,Performance Testing,11,2025-02-26
840,53,1,Database Optimization,4,2025-02-28
841,74,5,Bug Fixing,9,2025-01-09
842,196,2,Security Patching,6,2025-03-20
843,68,3,UI Enhancement,9,2025-01-05
844,98,2,Design Review,5,2025-03-19
845,175,3,Bug Fixing,9,2025-02-25
846,72,2,Database Optimization,7,2025-02-11
847,127,4,Bug Fixing,9,2025-01-08
848,173,4,Testing,4,2025-01-19
849,30,4,Performance Testing,1,2025-01-11
850,193,2,Security Patching,12,2025-03-23
851,111,1,Security Patching,6,2025-01-30
852,173,2,Security Patching,8,2025-01-12
853,88,5,Feature Development,2,2025-02-17
854,131,3,Bug Fixing,9,2025-02-12
855,14,5,Bug Fixing,2,2025-02-24
856,96,3,Performance Testing,11,2025-01-28
857,190,4,Feature Development,5,2025-01-09
858,112,4,UI Enhancement,5,2025-03-15
859,57,3,Code Review,3,2025-03-21
860,50,1,Database Optimization,9,2025-01-27
861,171,5,Performance Testing,4,2025-03-27
862,177,3,Security Patching,6,2025-02-17
863,161,4,Database Optimization,3,2025-03-24
864,135,2,Bug Fixing,5,2025-01-21
865,181,3,Bug Fixing,5,2025-03-16
866,17,3,Database Optimization,7,2025-02-01
867,180,5,Security Patching,11,2025-03-10
868,155,2,Feature Development,9,2025-01-05
869,76,5,Performance Testing,5,2025-02-10
870,103,4,Feature Development,1,2025-02-14
871,70,5,Security Patching,8,2025-01-24
872,39,1,UI Enhancement,7,2025-01-15
873,92,4,Database Optimization,10,2025-01-02
874,142,3,UI Enhancement,5,2025-01-18
875,108,2,Bug Fixing,2,2025-01-12
876,65,4,Bug Fixing,11,2025-01-01
877,4,5,Performance Testing,12,2025-03-14
878,100,4,Security Patching,4,2025-01-22
879,177,1,Bug Fixing,7,2025-01-08
880,154,3,Feature Development,7,2025-03-07
881,122,3,Feature Development,12,2025-02-06
882,174,5,Bug Fixing,11,2025-01-28
883,118,2,Database Optimization,10,2025-01-21
884,3,2,Performance Testing,8,2025-01-21
885,100,5,UI Enhancement,5,2025-01-15
886,31,3,UI Enhancement,4,2025-02-09
887,125,5,Code Review,4,2025-01-03
888,37,3,Database Optimization,10,2025-01-02
889,197,4,Bug Fixing,5,2025-02-08
890,162,4,Testing,5,2025-01-29
891,166,4,Feature Development,4,2025-03-28
892,65,4,Code Review,3,2025-01-26
893,142,4,UI Enhancement,2,2025-03-27
894,180,2,Feature Development,10,2025-01-16
895,186,5,Meeting,12,2025-02-09
896,110,3,UI Enhancement,3,2025-02-13
897,109,1,Performance Testing,6,2025-01-10
898,194,4,UI Enhancement,11,2025-02-12
899,81,4,Code Review,5,2025-03-15
900,19,1,Database Optimization,2,2025-03-22
901,181,1,Security Patching,8,2025-01-15
902,163,4,UI Enhancement,10,2025-03-14
903,118,5,UI Enhancement,9,2025-03-09
904,158,3,Security Patching,1,2025-02-24
905,108,3,Design Review,8,2025-02-14
906,36,5,Code Review,11,2025-03-05
907,132,4,Meeting,2,2025-01-01
908,104,1,Security Patching,12,2025-01-16
909,109,4,Feature Development,3,2025-01-07
910,69,2,Code Review,7,2025-02-07
911,28,1,Security Patching,1,2025-03-17
912,104,1,Feature Development,1,2025-02-03
913,44,2,Testing,8,2025-01-05
914,39,5,Design Review,2,2025-02-01
915,166,1,Meeting,6,2025-01-03
916,21,3,Meeting,2,2025-03-11
917,79,3,Meeting,6,2025-03-12
918,26,2,Security Patching,6,2025-01-26
919,51,4,UI Enhancement,4,2025-03-24
920,97,3,Security Patching,7,2025-02-13
921,60,2,Meeting,6,2025-01-23
922,78,1,Design Review,9,2025-03-15
923,154,1,Database Optimization,4,2025-02-08
924,175,2,UI Enhancement,3,2025-01-22
925,54,4,Performance Testing,1,2025-01-05
926,14,5,Code Review,10,2025-02-09
927,198,4,Performance Testing,6,2025-03-07
928,70,5,Testing,6,2025-03-06
929,113,1,Meeting,6,2025-03-06
930,181,2,Feature Development,9,2025-01-26
931,103,4,Database Optimization,8,2025-01-27
932,79,5,Testing,4,2025-03-26
933,67,5,Design Review,7,2025-01-11
934,131,2,Performance Testing,2,2025-01-19
935,87,5,Design Review,9,2025-01-07
936,83,2,Performance Testing,2,2025-03-25
937,76,3,Performance Testing,4,2025-02-25
938,199,2,UI Enhancement,5,2025-03-11
939,137,4,Testing,12,2025-03-16
940,165,1,Performance Testing,9,2025-01-12
941,155,4,Code Review,1,2025-02-24
942,89,2,Meeting,7,2025-03-06
943,127,5,Bug Fixing,5,2025-02-22
944,142,3,Code Review,4,2025-02-28
945,190,1,Feature Development,12,2025-03-03
946,121,1,Feature Development,10,2025-03-05
947,6,1,Bug Fixing,6,2025-01-09
948,194,1,Database Optimization,8,2025-01-01
949,113,1,Design Review,5,2025-01-12
950,104,2,Testing,12,2025-03-27
951,109,5,Feature Development,5,2025-02-26
952,124,5,Feature Development,9,2025-02-22
953,171,3,Security Patching,8,2025-01-01
954,184,1,Testing,4,2025-02-01
955,123,3,Performance Testing,2,2025-01-08
956,196,4,Feature Development,4,2025-01-08
957,70,2,Testing,1,2025-02-27
958,93,3,Design Review,6,2025-01-07
959,134,3,Design Review,9,2025-01-20
960,140,1,Meeting,10,2025-03-22
961,157,5,Security Patching,1,2025-01-18
962,42,2,Performance Testing,4,2025-01-14
963,51,4,Performance Testing,3,2025-03-22
964,32,5,Feature Development,4,2025-01-06
965,171,4,Performance Testing,3,2025-03-04
966,70,4,Performance Testing,8,2025-01-25
967,187,5,Bug Fixing,4,2025-02-15
968,177,5,Meeting,6,2025-02-28
969,165,1,Security Patching,10,2025-01-04
970,181,1,Design Review,3,2025-02-23
971,182,5,UI Enhancement,1,2025-03-04
972,97,5,Security Patching,4,2025-02-04
973,77,3,Performance Testing,4,2025-03-24
974,116,1,Meeting,5,2025-02-11
975,58,4,Testing,11,2025-01-16
976,63,3,Meeting,10,2025-01-11
977,27,1,Testing,10,2025-01-28
978,25,4,Performance Testing,3,2025-01-03
979,129,4,UI Enhancement,9,2025-03-16
980,3,2,Design Review,10,2025-03-06
981,9,4,Testing,5,2025-01-23
982,57,3,Feature Development,12,2025-03-11
983,63,5,Database Optimization,11,2025-02-23
984,4,2,Testing,6,2025-01-21
985,122,4,Bug Fixing,11,2025-02-19
986,23,1,Design Review,6,2025-02-26
987,13,1,Security Patching,12,2025-01-22
988,51,3,Database Optimization,3,2025-03-14
989,180,1,Meeting,10,2025-03-14
990,89,3,Feature Development,4,2025-02-20
991,121,3,Feature Development,7,2025-03-10
992,104,5,UI Enhancement,2,2025-01-16
993,137,4,Security Patching,10,2025-01-13
994,103,4,Feature Development,7,2025-03-22
995,24,2,Security Patching,3,2025-01-08
996,40,1,Meeting,11,2025-02-15
997,200,4,Feature Development,2,2025-01-19
998,114,2,Code Review,3,2025-01-21
999,101,1,Testing,1,2025-03-22
1000,27,5,Design Review,3,2025-01-01
1001,98,3,Design Review,11,2025-02-10
1002,30,1,Performance Testing,11,2025-02-23
1003,24,3,Testing,7,2025-03-10
1004,88,1,UI Enhancement,3,2025-01-27
1005,103,2,UI Enhancement,12,2025-03-08
1006,40,3,Security Patching,1,2025-03-14
1007,183,3,Testing,2,2025-02-02
1008,147,3,Testing,1,2025-02-20
1009,47,5,Security Patching,1,2025-01-21
1010,46,2,Bug Fixing,10,2025-02-01
1011,78,4,Meeting,6,2025-03-04
1012,86,1,Performance Testing,2,2025-01-06
1013,31,2,Performance Testing,7,2025-01-13
1014,118,5,Feature Development,7,2025-03-12
1015,71,1,Design Review,10,2025-03-23
1016,100,2,Code Review,3,2025-03-14
1017,101,1,UI Enhancement,6,2025-02-14
1018,96,1,Bug Fixing,4,2025-02-05
1019,143,2,Code Review,7,2025-03-02
1020,26,1,UI Enhancement,11,2025-03-21
1021,116,4,Database Optimization,12,2025-02-18
1022,98,3,Database Optimization,5,2025-02-14
1023,76,2,Testing,5,2025-03-25
1024,50,1,Meeting,12,2025-01-31
1025,186,1,Security Patching,9,2025-03-09
1026,160,5,Meeting,1,2025-01-17
1027,152,5,Security Patching,8,2025-02-05
1028,51,3,UI Enhancement,9,2025-01-22
1029,139,1,Code Review,6,2025-03-20
1030,19,2,Code Review,2,2025-02-15
1031,50,1,Security Patching,5,2025-03-24
1032,92,5,UI Enhancement,6,2025-02-23
1033,173,2,Feature Development,8,2025-02-03
1034,164,3,Meeting,10,2025-03-14
1035,195,4,UI Enhancement,3,2025-03-19
1036,51,5,Code Review,10,2025-01-18
1037,108,1,Feature Development,4,2025-02-27
1038,145,5,Bug Fixing,6,2025-01-12
1039,191,5,Bug Fixing,3,2025-02-05
1040,182,3,Meeting,5,2025-02-24
1041,188,2,Security Patching,5,2025-02-19
1042,152,3,Meeting,8,2025-02-24
1043,109,5,Security Patching,4,2025-02-17
1044,156,1,Code Review,8,2025-01-11
1045,45,5,Design Review,11,2025-02-10
1046,2,4,Code Review,11,2025-02-04
1047,128,1,Database Optimization,12,2025-03-13
1048,161,5,Code Review,2,2025-03-16
1049,58,2,Feature Development,5,2025-01-16
1050,123,3,UI Enhancement,6,2025-02-28
1051,180,3,Performance Testing,8,2025-01-29
1052,85,1,Feature Development,11,2025-03-05
1053,167,1,UI Enhancement,1,2025-01-15
1054,6,4,UI Enhancement,4,2025-03-06
1055,65,1,Code Review,4,2025-01-20
1056,183,2,Code Review,11,2025-03-27
1057,62,4,Testing,9,2025-03-24
1058,199,2,Performance Testing,5,2025-02-17
1059,30,5,Testing,2,2025-03-16
1060,6,4,Design Review,8,2025-02-06
1061,7,1,Meeting,1,2025-02-24
1062,181,4,Feature Development,5,2025-03-25
1063,168,1,Security Patching,2,2025-02-01
1064,14,2,Performance Testing,9,2025-01-29
1065,67,5,UI Enhancement,1,2025-02-04
1066,166,2,Database Optimization,7,2025-02-11
1067,111,5,UI Enhancement,9,2025-02-11
1068,117,5,Feature Development,4,2025-03-05
1069,55,3,Code Review,11,2025-02-12
1070,171,4,Design Review,3,2025-01-13
1071,15,5,Meeting,9,2025-02-02
1072,151,2,Performance Testing,9,2025-03-20
1073,11,3,Database Optimization,7,2025-03-10
1074,142,3,UI Enhancement,10,2025-02-15
1075,144,5,Feature Development,4,2025-02-28
1076,59,3,UI Enhancement,5,2025-02-16
1077,54,2,Design Review,9,2025-03-23
1078,132,5,Bug Fixing,4,2025-03-07
1079,196,5,Design Review,1,2025-02-27
1080,46,5,Meeting,3,2025-03-03
1081,57,3,Feature Development,3,2025-02-16
1082,55,1,Feature Development,9,2025-03-13
1083,118,3,Database Optimization,12,2025-02-09
1084,193,3,Performance Testing,8,2025-01-10
1085,120,2,Meeting,4,2025-02-09
1086,186,3,Feature Development,4,2025-02-16
1087,143,5,Performance Testing,10,2025-02-07
1088,199,2,Meeting,4,2025-01-15
1089,86,4,Database Optimization,3,2025-02-14
1090,130,4,Testing,4,2025-02-04
1091,20,4,Feature Development,3,2025-02-08
1092,122,4,Bug Fixing,1,2025-01-07
1093,140,4,Testing,2,2025-01-03
1094,134,1,Code Review,7,2025-03-02
1095,8,5,Design Review,6,2025-02-08
1096,80,3,Testing,9,2025-03-14
1097,46,1,Database Optimization,4,2025-02-28
1098,155,2,Bug Fixing,1,2025-01-12
1099,108,3,Testing,11,2025-01-04
1100,53,5,UI Enhancement,5,2025-03-14
1101,51,1,Bug Fixing,10,2025-02-13
1102,151,1,UI Enhancement,4,2025-03-06
1103,86,3,Testing,4,2025-03-06
1104,103,2,Performance Testing,9,2025-02-13
1105,171,4,Code Review,8,2025-01-11
1106,84,1,UI Enhancement,10,2025-03-10
1107,95,5,Database Optimization,11,2025-02-28
1108,187,2,Code Review,4,2025-01-13
1109,161,2,Database Optimization,5,2025-02-22
1110,190,1,Feature Development,7,2025-01-07
1111,141,5,Code Review,10,2025-03-05
1112,123,2,Design Review,12,2025-01-16
1113,186,5,Design Review,8,2025-01-11
1114,88,1,Meeting,11,2025-03-28
1115,11,1,Meeting,7,2025-03-04
1116,108,4,Security Patching,12,2025-01-17
1117,78,3,Database Optimization,8,2025-03-22
1118,110,1,Design Review,12,2025-02-28
1119,168,4,Security Patching,4,2025-03-08
1120,2,5,UI Enhancement,12,2025-01-26
1121,43,5,Database Optimization,6,2025-01-15
1122,93,3,Security Patching,4,2025-03-16
1123,78,3,Bug Fixing,6,2025-03-22
1124,79,4,Feature Development,7,2025-03-17
1125,162,1,Design Review,12,2025-01-12
1126,163,5,Meeting,9,2025-02-05
1127,197,4,Security Patching,4,2025-02-26
1128,96,3,Security Patching,4,2025-03-08
1129,192,2,Meeting,4,2025-01-12
1130,168,3,Feature Development,8,2025-03-25
1131,31,5,Testing,1,2025-02-04
1132,147,3,Bug Fixing,1,2025-01-19
1133,46,2,Feature Development,11,2025-02-05
1134,4,1,Bug Fixing,5,2025-03-07
1135,8,5,Code Review,8,2025-02-22
1136,189,1,Design Review,12,2025-02-02
1137,32,1,Testing,6,2025-01-13
1138,140,4,Security Patching,12,2025-02-25
1139,79,1,Feature Development,11,2025-02-03
1140,12,3,UI Enhancement,5,2025-01-19
1141,73,3,Testing,10,2025-02-16
1142,103,4,Feature Development,10,2025-01-24
1143,177,4,Performance Testing,6,2025-03-06
1144,50,5,Testing,1,2025-02-03
1145,104,3,Bug Fixing,8,2025-03-15
1146,139,5,Design Review,12,2025-01-16
1147,79,1,Meeting,3,2025-03-09
1148,125,2,Code Review,9,2025-03-27
1149,170,4,Design Review,2,2025-03-07
1150,173,4,Database Optimization,9,2025-01-25
1151,23,3,Testing,2,2025-03-25
1152,83,3,UI Enhancement,8,2025-03-14
1153,102,4,Security Patching,12,2025-02-03
1154,94,5,Meeting,3,2025-03-19
1155,177,4,Security Patching,4,2025-01-27
1156,117,1,UI Enhancement,6,2025-03-21
1157,10,2,Testing,5,2025-03-13
1158,34,3,UI Enhancement,7,2025-02-17
1159,35,1,Performance Testing,11,2025-03-26
1160,146,3,UI Enhancement,8,2025-01-08
1161,172,1,UI Enhancement,5,2025-01-19
1162,12,4,Security Patching,1,2025-02-17
1163,130,3,UI Enhancement,12,2025-01-23
1164,56,5,Meeting,5,2025-03-09
1165,65,3,Design Review,11,2025-01-16
1166,161,1,Meeting,9,2025-01-08
1167,13,1,Design Review,1,2025-01-31
1168,21,1,Database Optimization,5,2025-02-11
1169,41,3,Testing,6,2025-02-27
1170,74,3,Database Optimization,2,2025-01-15
1171,82,2,Security Patching,3,2025-01-22
1172,174,2,Bug Fixing,5,2025-02-22
1173,178,5,Testing,3,2025-03-02
1174,35,1,UI Enhancement,11,2025-03-09
1175,2,5,Bug Fixing,9,2025-03-14
1176,96,2,Security Patching,10,2025-02-28
1177,188,1,Performance Testing,6,2025-02-19
1178,82,4,Meeting,12,2025-02-15
1179,163,3,UI Enhancement,9,2025-01-16
1180,110,3,Design Review,11,2025-03-19
1181,46,3,Design Review,10,2025-02-04
1182,118,5,Feature Development,4,2025-03-28
1183,166,3,Performance Testing,2,2025-02-21
1184,193,5,Design Review,1,2025-02-08
1185,171,2,Bug Fixing,6,2025-03-19
1186,63,1,Meeting,11,2025-03-11
1187,60,4,Testing,12,2025-01-09
1188,5,2,Feature Development,7,2025-03-03
1189,34,3,Code Review,9,2025-01-15
1190,116,3,UI Enhancement,2,2025-03-22
1191,199,5,Meeting,2,2025-01-14
1192,189,4,Meeting,5,2025-02-18
1193,28,4,Meeting,2,2025-02-25
1194,20,3,Bug Fixing,12,2025-02-03
